,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
49,2024-11-25T03:40:43Z,UCHVBLMcvOgDtFEF2bToQLqw,World War III Beginning of Sorrows,World War III Beginning of Sorrows.,"{'default': {'url': 'https://i.ytimg.com/vi/vuZfXKY6dnY/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vuZfXKY6dnY/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vuZfXKY6dnY/hqdefault_live.jpg', 'width': 480, 'height': 360}}",We Woke Now,upcoming,2024-11-25T03:40:43Z,vuZfXKY6dnY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vuZfXKY6dnY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
10,2024-11-25T00:48:57Z,UCTNr0N__QwstBhgCtvQcjhA,The World&#39;s Richest Black Family: It&#39;s Not Who You Think!,"Welcome to Black Discoveries, where we go into the incredible stories of success and wealth within the Black community.","{'default': {'url': 'https://i.ytimg.com/vi/XgFXjwAGv7U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XgFXjwAGv7U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XgFXjwAGv7U/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-11-25T00:48:57Z,XgFXjwAGv7U,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XgFXjwAGv7U"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
30,2024-11-24T22:58:23Z,UC4YZVeGnDXzEfjGcZG-d6oQ,Take Me Down A Rabbithole Ep. 8,Join this channel to get access to perks: https://www.youtube.com/channel/UC4YZVeGnDXzEfjGcZG-d6oQ/join.,"{'default': {'url': 'https://i.ytimg.com/vi/VPWHHaK9kyI/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VPWHHaK9kyI/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VPWHHaK9kyI/hqdefault_live.jpg', 'width': 480, 'height': 360}}",meandepiphany,live,2024-11-24T22:58:23Z,VPWHHaK9kyI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/VPWHHaK9kyI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
5,2024-11-24T22:30:06Z,UCKZGcrxRAhdUi58Mdr565mw,South Africa&#39;s President Embarrasses EU&#39;s Ursula Von Der Leyen in G20 Summit Over Dismissive Remark,Vicki Dillard reports on South African President Cyril Ramaphosa making Ursula Von Der Leyen look foolish at the G20 summit.,"{'default': {'url': 'https://i.ytimg.com/vi/vPU-VA5v_l8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vPU-VA5v_l8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vPU-VA5v_l8/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-11-24T22:30:06Z,vPU-VA5v_l8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vPU-VA5v_l8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
18,2024-11-24T21:44:06Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Dark Truth: ‘left for 4-Years’, Light Work, Fasting , Music Artist &amp; Demons , Ft. Ferg &amp; 19keys",Are you low level or high level? Join Today Highlvl.19Keys.com/Links Welcome to Season 5 of High - Lvl Conversations with ...,"{'default': {'url': 'https://i.ytimg.com/vi/I4c7EiR5-Ik/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I4c7EiR5-Ik/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I4c7EiR5-Ik/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-11-24T21:44:06Z,I4c7EiR5-Ik,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/I4c7EiR5-Ik"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
44,2024-11-24T21:02:31Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Sunday Rally,Welcome to the Sunday Rally hosted by the International People's Democratic Uhuru Movement (InPDUM),"{'default': {'url': 'https://i.ytimg.com/vi/JgemdDt770k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JgemdDt770k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JgemdDt770k/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-11-24T21:02:31Z,JgemdDt770k,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JgemdDt770k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
15,2024-11-24T20:00:22Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Plan B Discrimination @justneshcomedy3224 - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/ZB8fVYqtJKM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZB8fVYqtJKM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZB8fVYqtJKM/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-11-24T20:00:22Z,ZB8fVYqtJKM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZB8fVYqtJKM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
19,2024-11-24T19:15:55Z,UCF-A_4x9-bLrxXrmgBOWuJA,3rd NPA Special Edition EFF Podcast With Dr Gumani Tshimomola  &amp; Duma Gqubule,3rd National Peoples' Assembly (NPA) Special Edition EFF Podcast with Dr. Gumani Tshimomola and Independent Economist ...,"{'default': {'url': 'https://i.ytimg.com/vi/WPIENk6h-MA/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WPIENk6h-MA/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WPIENk6h-MA/hqdefault_live.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,upcoming,2024-11-24T19:15:55Z,WPIENk6h-MA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WPIENk6h-MA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
23,2024-11-24T19:09:02Z,UCwZ2vurIl_X8rv0Dv4mu12A,"Iva Brito: Breathwork, Making Authentic Connections, Sound Healing + Importance Of Being In Nature","Iva Brito is an author, licensed social worker, poet founder of Soul Calling Retreats and Iva Brito Consultancy , dedicated to ...","{'default': {'url': 'https://i.ytimg.com/vi/uOK3DH1ABoY/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uOK3DH1ABoY/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uOK3DH1ABoY/hqdefault_live.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,upcoming,2024-11-24T19:09:02Z,uOK3DH1ABoY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uOK3DH1ABoY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
33,2024-11-24T18:00:31Z,UCrPq2ekHx2vZtuyG3wUx0_g,How To Keep The White Man Happy | The Magical Negro Clip,OTSOG Book Review List Link: https://amzn.to/4b5LcrU cashapp: $josephward841 Follow us on Instagram @ontheshoulders1 ...,"{'default': {'url': 'https://i.ytimg.com/vi/dg7oIB4UjVA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dg7oIB4UjVA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dg7oIB4UjVA/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants ,none,2024-11-24T18:00:31Z,dg7oIB4UjVA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dg7oIB4UjVA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
