,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
23,2024-03-02T16:37:39Z,UCLjzzg-cFWpEEjnWCOpXp3Q,The FBI plans to put me on trial for fighting for black freedom. The people can defeat them.,Tune in for an Address to the African Nation by African People's Socialist Party Chairman Omali Yeshitela.,"{'default': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/hqdefault_live.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,upcoming,2024-03-02T16:37:39Z,qmbZVMpvdr8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qmbZVMpvdr8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
17,2024-03-02T15:49:27Z,UCABZ7Z6SBTp4IsARDceOq7w,"Sinbad Finally Speaks After Suffering Stroke, Shows Recovery Signs - CH News",https://www.comedyhype.com - Sinbad appears to be getting better after suffering from a storke nearly 4 years ago. The former ...,"{'default': {'url': 'https://i.ytimg.com/vi/j-ylNPpPZW4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/j-ylNPpPZW4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/j-ylNPpPZW4/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-03-02T15:49:27Z,j-ylNPpPZW4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/j-ylNPpPZW4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
28,2024-03-02T14:18:47Z,UCF-A_4x9-bLrxXrmgBOWuJA,CIC Julius Malema Addresses EFF Gauteng Provincial Manifesto Rally.,,"{'default': {'url': 'https://i.ytimg.com/vi/HKfDGN8L4nU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HKfDGN8L4nU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HKfDGN8L4nU/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-03-02T14:18:47Z,HKfDGN8L4nU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/HKfDGN8L4nU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
24,2024-03-02T10:00:23Z,UCJmmxwdAsR7lD8fBA_qbEMw,The Rise of Russian Mercenaries in Africa,"On Jan. 24 2024, Russia's newly formed Africa Corps published the first images of a deployment to Burkina Faso on its Telegram ...","{'default': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-03-02T10:00:23Z,bhWk08UeBGI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bhWk08UeBGI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
32,2024-03-02T02:18:04Z,UC4m46pCBkMEyy8gk26WKqbA,Wyclef in the trap! | The 85 South Show,85southshow Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/qH8G1IsL2zE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qH8G1IsL2zE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qH8G1IsL2zE/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-03-02T02:18:04Z,qH8G1IsL2zE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qH8G1IsL2zE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
36,2024-03-01T22:00:07Z,UCv8G-xZ_BBGufjbN6jbvLMQ,My Doctor Better Be Confident - Comedian Jason Cheny - Chocolate Sundaes Standup Comedy,"If you don't know it, you better fake it! Follow Jason Cheny on Social Media: @jasoncheny Originally filmed 1/14/24 Videographer: ...","{'default': {'url': 'https://i.ytimg.com/vi/8BvWZ3zblyg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8BvWZ3zblyg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8BvWZ3zblyg/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-03-01T22:00:07Z,8BvWZ3zblyg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/8BvWZ3zblyg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
2,2024-03-01T19:41:36Z,UCjBw2SidW7wFElbmj9bgDjw,The Origin of EVERY LETTER in the Alphabet (in 60 secs!),,"{'default': {'url': 'https://i.ytimg.com/vi/7rDjS6UT8bg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7rDjS6UT8bg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7rDjS6UT8bg/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-03-01T19:41:36Z,7rDjS6UT8bg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7rDjS6UT8bg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
13,2024-03-01T19:35:03Z,UCJH-fn0wLu5uwXX33jNToQw,"“African fabrics AREN’T even produced on the continent!” and more, with Thabo Makhetha-Kwinana","We are pleased to welcome Lesotho-born, South Africa-raised fashion designer, Thabo Makhetha-Kwinana, as a guest on our ...","{'default': {'url': 'https://i.ytimg.com/vi/mP4Msrwo9ks/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mP4Msrwo9ks/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mP4Msrwo9ks/hqdefault.jpg', 'width': 480, 'height': 360}}",NewAfrica,none,2024-03-01T19:35:03Z,mP4Msrwo9ks,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mP4Msrwo9ks"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
5,2024-03-01T19:00:08Z,UCIwGnOXoSXEI7Tooz3iKq5w,They LIED About Atlantis and its People...,Join this channel to get access to perks: https://www.youtube.com/channel/UCIwGnOXoSXEI7Tooz3iKq5w/join ...,"{'default': {'url': 'https://i.ytimg.com/vi/ziJcn93fslc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ziJcn93fslc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ziJcn93fslc/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-03-01T19:00:08Z,ziJcn93fslc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ziJcn93fslc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
11,2024-03-01T18:29:41Z,UC-4h1XQ47sf0vbFwJvuBhEA,Why African countries have opted for Nuclear Energy despite great Solar Energy potential,Why African countries have opted for Nuclear Energy despite great Solar Energy potential - It is no secret that Africa boasts the ...,"{'default': {'url': 'https://i.ytimg.com/vi/u2K0x5q-o_A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/u2K0x5q-o_A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/u2K0x5q-o_A/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-03-01T18:29:41Z,u2K0x5q-o_A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/u2K0x5q-o_A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
21,2024-03-01T17:48:10Z,UC2rmgVaijnf92nixlIZWGmg,I Get Goosebumps Everytime I See The Welcome to Nigeria Sign.,I Get Goosebumps Everytime I See This Sign. Cash App: $amirdynast Patreon: https://www.patreon.com/searchforuhuru ...,"{'default': {'url': 'https://i.ytimg.com/vi/mPOkYphH2zU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mPOkYphH2zU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mPOkYphH2zU/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-03-01T17:48:10Z,mPOkYphH2zU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mPOkYphH2zU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
25,2024-03-01T16:56:17Z,UClwrpH_Np9zk8uMwnMwu8Nw,The Jamaica You Don’t See On TV!🇯🇲,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-03-01T16:56:17Z,UHTFxpeqLJs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/UHTFxpeqLJs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
10,2024-03-01T16:51:34Z,UC1ettU5YSf_nIOJWffCKGQw,6 ways black people benefit from the presence of melanin in their body,Dr Kihura Nkuba gives out 7 superior qualities that black people get from the presence of melanin pigments in their body. 6 ways ...,"{'default': {'url': 'https://i.ytimg.com/vi/-Xn3rqsO_Gs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-Xn3rqsO_Gs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-Xn3rqsO_Gs/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-03-01T16:51:34Z,-Xn3rqsO_Gs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-Xn3rqsO_Gs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
30,2024-03-01T14:04:01Z,UCOhiR-6Y-MZtMERKRENrcRw,In Malaysia interviewing Nigerian how do Malaysians treat Africans,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/XEoefnxW3bg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XEoefnxW3bg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XEoefnxW3bg/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-03-01T14:04:01Z,XEoefnxW3bg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XEoefnxW3bg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
16,2024-03-01T13:34:45Z,UCPk29gUc_ltOGQ6f3Lh5kCg,Reelblack One is live!,,"{'default': {'url': 'https://i.ytimg.com/vi/-okIsiGOMy4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-okIsiGOMy4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-okIsiGOMy4/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-03-01T13:34:45Z,-okIsiGOMy4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-okIsiGOMy4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
14,2024-03-01T12:11:28Z,UCMe6CgCi6TSZX1tUxuUvCGg,PLO LUMUMBA On Revolutions in West African Countries,"THANKS FOR WATCHING!! Please LIKE, SHARE #PanAfricanDailyTV Don't forget to SUBSCRIBE and click the notification Bell ...","{'default': {'url': 'https://i.ytimg.com/vi/QmLmdeu6R2I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QmLmdeu6R2I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QmLmdeu6R2I/hqdefault.jpg', 'width': 480, 'height': 360}}",Pan-African Daily TV,none,2024-03-01T12:11:28Z,QmLmdeu6R2I,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/QmLmdeu6R2I"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
27,2024-02-29T14:01:38Z,UCwZ2vurIl_X8rv0Dv4mu12A,Priest Lamont Shares Untold History Of King Emmanuel And The Time Bunny Wailer Told Him That...Pt.3,I Never Knew TV has collaborated with The Lion's Voice Network to bring authentic Ras Tafari and pan-African voices to our ever ...,"{'default': {'url': 'https://i.ytimg.com/vi/OlLxVT3iTLA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OlLxVT3iTLA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OlLxVT3iTLA/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-02-29T14:01:38Z,OlLxVT3iTLA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OlLxVT3iTLA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Social Issues
26,2024-02-27T17:17:27Z,UCW5NNtTSY5z5mENZ8dt-RCw,I Tricked My Mom,,"{'default': {'url': 'https://i.ytimg.com/vi/dLmfkXx55Iw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dLmfkXx55Iw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dLmfkXx55Iw/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-27T17:17:27Z,dLmfkXx55Iw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dLmfkXx55Iw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
34,2024-02-21T19:45:03Z,UCTis64XH8HrxE7GhEkA6YmA,"Barça vs. Napoli preview, and how much is Xavi’s fault? #football #soccer #ucl #barca #napoli #xavi",,"{'default': {'url': 'https://i.ytimg.com/vi/tNOpj-HT2sQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/tNOpj-HT2sQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/tNOpj-HT2sQ/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Media,none,2024-02-21T19:45:03Z,tNOpj-HT2sQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/tNOpj-HT2sQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Sports
