,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
21,2025-09-04T03:52:18Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Top 3 Business Lessons from Young Thug Fiasco, the Sex Recession, Crypto Wars &amp; Child Support Limits","This week on Black Out, we're tackling everything from crypto wars to cultural shifts. Jack Mallers says Ethereum will never flip ...","{'default': {'url': 'https://i.ytimg.com/vi/wvBPWIx3ndM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wvBPWIx3ndM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wvBPWIx3ndM/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2025-09-04T03:52:18Z,wvBPWIx3ndM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/wvBPWIx3ndM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
1,2025-09-04T02:33:22Z,UCTis64XH8HrxE7GhEkA6YmA,HOW TO GO PRO IN FOOTBALL/SOCCER IN THE US: UPSL. FULL EPISODE OUT NOW 📲,,"{'default': {'url': 'https://i.ytimg.com/vi/MeqrjrYQMJo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MeqrjrYQMJo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MeqrjrYQMJo/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASIDE Media,none,2025-09-04T02:33:22Z,MeqrjrYQMJo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/MeqrjrYQMJo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
20,2025-09-04T02:00:03Z,UCwbP4USYrniJGROwQNiwH-Q,"$8,000 Per Hour Dating Coach EXPOSED For Being A Side Chick ALLEGEDLY! Sadia Khan@AbaNPreach",Per Hour Dating Coach EXPOSED For Being A Side Chick ALLEGEDLY! Sadia Khan Order Merch Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/WNtBjtmr9Js/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WNtBjtmr9Js/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WNtBjtmr9Js/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2025-09-04T02:00:03Z,WNtBjtmr9Js,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WNtBjtmr9Js"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
5,2025-09-04T01:06:28Z,UCKZGcrxRAhdUi58Mdr565mw,Black Teen Recovering After Possibly Being Set Up To Get Jumped By Anti-Black Racists,Welcome to African Diaspora News Channel — Where We Speak Truth to Power. We bring you unapologetic news and ...,"{'default': {'url': 'https://i.ytimg.com/vi/Q1heVLMyN9Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Q1heVLMyN9Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Q1heVLMyN9Y/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2025-09-04T01:06:28Z,Q1heVLMyN9Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Q1heVLMyN9Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
19,2025-09-04T00:19:03Z,UCABZ7Z6SBTp4IsARDceOq7w,"Doug E. Doug Gives &#39;Warning About Hollywood&#39; After &#39;Cool Runnings&#39; Fame, Reveals Why He Left","Full interview at https://hypersclub.com/ - Back in 2022, we had a chance to touch base with veteran actor & comedian Doug E.","{'default': {'url': 'https://i.ytimg.com/vi/4aliBRM_Jhg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4aliBRM_Jhg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4aliBRM_Jhg/hqdefault.jpg', 'width': 480, 'height': 360}}",HYPE+,none,2025-09-04T00:19:03Z,4aliBRM_Jhg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/4aliBRM_Jhg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
15,2025-09-03T23:38:30Z,UCiinSjWS3E0vtAa3DCvp7iA,‘We need to continue to have fearlessness’: Bob Vylan frontman joins Global Sumud Flotilla,,"{'default': {'url': 'https://i.ytimg.com/vi/NJlQbi8iKNc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NJlQbi8iKNc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NJlQbi8iKNc/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2025-09-03T23:38:30Z,NJlQbi8iKNc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NJlQbi8iKNc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
41,2025-09-03T23:35:23Z,UC2rmgVaijnf92nixlIZWGmg,Why Is FBA Obsessed With Being Indian....Why?,Why Is FBA Obsessed With Being Indian...Why? Patreon: https://www.patreon.com/searchforuhuru Instagram: princedynastamir ...,"{'default': {'url': 'https://i.ytimg.com/vi/EtTC5qFkWsU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EtTC5qFkWsU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EtTC5qFkWsU/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2025-09-03T23:35:23Z,EtTC5qFkWsU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/EtTC5qFkWsU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
13,2025-09-03T21:09:59Z,UCWCreFX8bTVLJ6Y9lh6eZ5A,Black Americans WATCHED: How the Govt. STALKED Black  PEOPLE!,We need your support! Please consider buying us a coffee to help sustain and grow our content. Your contribution directly fuels ...,"{'default': {'url': 'https://i.ytimg.com/vi/yZ6yz5DYISs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yZ6yz5DYISs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yZ6yz5DYISs/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Journals,none,2025-09-03T21:09:59Z,yZ6yz5DYISs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/yZ6yz5DYISs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
26,2025-09-03T20:53:25Z,UCwZ2vurIl_X8rv0Dv4mu12A,Is this  why people stay in ABUSIVE relationships ? #relationships #complicated #ineverknewtv,,"{'default': {'url': 'https://i.ytimg.com/vi/z6RBsKTBoxk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/z6RBsKTBoxk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/z6RBsKTBoxk/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2025-09-03T20:53:25Z,z6RBsKTBoxk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/z6RBsKTBoxk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
12,2025-09-03T19:30:01Z,UCTNr0N__QwstBhgCtvQcjhA,Cops Get Called on MAGA Supporter at the Black Joy Festival 2025 #fafo,Join our channel to get access to perks: https://www.youtube.com/channel/UCTNr0N__QwstBhgCtvQcjhA/join Today we break ...,"{'default': {'url': 'https://i.ytimg.com/vi/7pKnPXxIWN0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7pKnPXxIWN0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7pKnPXxIWN0/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2025-09-03T19:30:01Z,7pKnPXxIWN0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7pKnPXxIWN0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
